algorithm_key,algorithm,text_length,pattern_length,k,mean_runtime_sec,median_runtime_sec,mean_matches,all_source_found
suffix_tree,Suffix Tree with Backtracking,4000,12,0,0.017900529999678838,0.017900529999678838,1.0,True
suffix_tree,Suffix Tree with Backtracking,4000,12,1,0.015321735500037903,0.015321735500037903,1.0,True
suffix_tree,Suffix Tree with Backtracking,4000,12,2,0.015455378999831737,0.015455378999831737,1.0,True
suffix_tree,Suffix Tree with Backtracking,4000,24,0,0.06409244599944941,0.06409244599944941,1.0,True
suffix_tree,Suffix Tree with Backtracking,4000,24,1,0.01272415249968617,0.01272415249968617,1.0,True
suffix_tree,Suffix Tree with Backtracking,4000,24,2,0.05722853299994313,0.05722853299994313,1.0,True
suffix_tree,Suffix Tree with Backtracking,4000,48,0,0.01780062049965636,0.01780062049965636,1.0,True
suffix_tree,Suffix Tree with Backtracking,4000,48,1,0.018833940999684273,0.018833940999684273,1.0,True
suffix_tree,Suffix Tree with Backtracking,4000,48,2,0.013003068999751122,0.013003068999751122,1.0,True
suffix_tree,Suffix Tree with Backtracking,8000,12,0,0.07298350149994803,0.07298350149994803,1.0,True
suffix_tree,Suffix Tree with Backtracking,8000,12,1,0.0658333044993924,0.0658333044993924,1.5,True
suffix_tree,Suffix Tree with Backtracking,8000,12,2,0.029176078999626043,0.029176078999626043,1.0,True
suffix_tree,Suffix Tree with Backtracking,8000,24,0,0.027273744000012812,0.027273744000012812,1.0,True
suffix_tree,Suffix Tree with Backtracking,8000,24,1,0.09592498500023794,0.09592498500023794,1.0,True
suffix_tree,Suffix Tree with Backtracking,8000,24,2,0.07578673550051462,0.07578673550051462,1.0,True
suffix_tree,Suffix Tree with Backtracking,8000,48,0,0.025589316999685252,0.025589316999685252,1.0,True
suffix_tree,Suffix Tree with Backtracking,8000,48,1,0.06337781700040068,0.06337781700040068,1.0,True
suffix_tree,Suffix Tree with Backtracking,8000,48,2,0.06318295499931992,0.06318295499931992,1.0,True
